"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭"
"23736","연희로14길","일반도로","국지도로","소로","6m미만"
"23737","연희로15길","일반도로","국지도로","소로","6m미만"
"23738","연희로15안길","일반도로","국지도로","소로","6m미만"
"23739","연희로16길","일반도로","국지도로","소로","6m미만"
"23740","연희로18길","일반도로","국지도로","소로","6m미만"
"23741","연희로18안길","일반도로","국지도로","소로","6m미만"
"23742","연희로2길","일반도로","국지도로","소로","6m미만"
"23743","연희로2안길","일반도로","국지도로","소로","6m미만"
"23744","연희로20길","일반도로","국지도로","소로3류","폭6-8m"
"23745","연희로22길","일반도로","국지도로","소로","6m미만"
"23746","연희로24길","일반도로","국지도로","소로","6m미만"
"23747","연희로25길","일반도로","국지도로","소로","6m미만"
"23748","연희로26가길","일반도로","국지도로","중로2류","폭15-20m"
"23749","연희로26길","일반도로","국지도로","중로2류","폭15-20m"
"23750","연희로26나길","일반도로","국지도로","소로","6m미만"
"23751","연희로26다길","일반도로","국지도로","소로3류","폭6-8m"
"23752","연희로27가길","일반도로","국지도로","소로","6m미만"
"23753","연희로27길","일반도로","국지도로","소로","6m미만"
"23754","연희로27나길","일반도로","국지도로","소로","6m미만"
"23755","연희로27다길","일반도로","국지도로","소로","6m미만"
"23756","연희로28길","일반도로","국지도로","소로","6m미만"
"23757","연희로29길","일반도로","국지도로","소로","6m미만"
